Feature_ID	HMP	KEGG_Entry	Fold_Change	Benjamini-Hochberg_P-Value_Final
ESIneg_5321	HMDB0010219		8.538702174	0.973974033
ESIneg_5321	HMDB0011135	C05356 	8.538702174	0.973974033
ESIneg_5321	HMDB0012498		8.538702174	0.973974033
ESIneg_5321	HMDB0012839		8.538702174	0.973974033
ESIneg_5321	HMDB0034686		8.538702174	0.973974033
ESIneg_5321	HMDB0039171		8.538702174	0.973974033
ESIneg_5321	HMDB0039441		8.538702174	0.973974033
ESIneg_5321	HMDB0060103		8.538702174	0.973974033
ESIneg_5321	HMDB0060104	C04686	8.538702174	0.973974033
ESIneg_5321	HMDB0060105		8.538702174	0.973974033
ESIneg_5321		C04822	8.538702174	0.973974033
ESIneg_5321		C09087	8.538702174	0.973974033
ESIneg_5321		C09175	8.538702174	0.973974033
ESIneg_5321		C14821	8.538702174	0.973974033
ESIneg_5322	HMDB0061714		NaN	1
ESIneg_5322	HMDB0062219	C16533	NaN	1
ESIneg_5323			-3.322216245	1
ESIneg_5324			-1.845427852	1
ESIneg_5325			NaN	1
ESIneg_5326			-1.212686567	1
ESIneg_5327		C20939	-1.282222222	1
ESIneg_5328			1.271949686	1
ESIneg_5329			-1.683122531	1
ESIneg_5330	HMDB0134938		-17.64858097	1
ESIneg_5330	HMDB0011658		-17.64858097	1
ESIneg_5330	HMDB0013189		-17.64858097	1
ESIneg_5330		C18734	-17.64858097	1
ESIneg_5331	HMDB0127941		-10.9205298	1
ESIneg_5331	HMDB0128113		-10.9205298	1
ESIneg_5331	HMDB0128114		-10.9205298	1
ESIneg_5331	HMDB0125117		-10.9205298	1
ESIneg_5332			1.377769529	1
ESIneg_5333			NaN	1
ESIneg_5334	HMDB0029323		17.80344828	1
ESIneg_5334	HMDB0030374		17.80344828	1
ESIneg_5335			NaN	1
ESIneg_5336	HMDB0004662	C14180	3.096085409	1
ESIneg_5336	HMDB0039733		3.096085409	1
ESIneg_5337			-1.211154449	1
ESIneg_5338	HMDB0014739	C08146	1.058848523	1
ESIneg_5338	HMDB0014979	C06967	1.058848523	1
ESIneg_5338	HMDB0032654		1.058848523	1
ESIneg_5338	HMDB0038648		1.058848523	1
ESIneg_5339			2.120071685	1
ESIneg_5340			2.395180723	1
ESIneg_5341			NaN	1
ESIneg_5342			1.108727097	1
ESIneg_5343			3.147266881	0.763094276
ESIneg_5344		C14431	2.078375826	1
ESIneg_5345			1.082407839	1
ESIneg_5346			1.064392119	1
ESIneg_5347		C17722	-1.559533898	1
ESIneg_5348			-1.156519157	1
ESIneg_5349	HMDB0125010		1.115018315	1
ESIneg_5349	HMDB0125206		1.115018315	1
ESIneg_5349	HMDB0125217		1.115018315	1
ESIneg_5349	HMDB0126016		1.115018315	1
ESIneg_5349	HMDB0126017		1.115018315	1
ESIneg_5349	HMDB0128214		1.115018315	1
ESIneg_5349	HMDB0129351		1.115018315	1
ESIneg_5349	HMDB0129357		1.115018315	1
ESIneg_5349	HMDB0130175		1.115018315	1
ESIneg_5349	HMDB0005794	C00389	1.115018315	1
ESIneg_5349	HMDB0029620	C10192	1.115018315	1
ESIneg_5349	HMDB0030796	C10105	1.115018315	1
ESIneg_5349	HMDB0033264		1.115018315	1
ESIneg_5349	HMDB0036632	C10072	1.115018315	1
ESIneg_5349	HMDB0041687		1.115018315	1
ESIneg_5349	HMDB0041689		1.115018315	1
ESIneg_5349	HMDB0125361		1.115018315	1
ESIneg_5349		C02806	1.115018315	1
ESIneg_5349		C03662	1.115018315	1
ESIneg_5349		C08577	1.115018315	1
ESIneg_5349		C10068	1.115018315	1
ESIneg_5349		C10078	1.115018315	1
ESIneg_5349		C10079	1.115018315	1
ESIneg_5349		C10177	1.115018315	1
ESIneg_5349		C15031	1.115018315	1
ESIneg_5350	HMDB0015380	C07323	1.048257373	1
ESIneg_5351	HMDB0001517	C04677	-1.691736858	1
ESIneg_5352			1.038564116	1
ESIneg_5353	HMDB0001517	C04677	NaN	1
ESIneg_5353	HMDB0136745		NaN	1
ESIneg_5353	HMDB0137928		NaN	1
ESIneg_5353	HMDB0140950		NaN	1
ESIneg_5353	HMDB0140951		NaN	1
ESIneg_5353	HMDB0140952		NaN	1
ESIneg_5353	HMDB0140953		NaN	1
ESIneg_5353	HMDB0034621		NaN	1
ESIneg_5354	HMDB0015513		2.011955841	1
ESIneg_5354	HMDB0125508		2.011955841	1
ESIneg_5354	HMDB0125509		2.011955841	1
ESIneg_5354	HMDB0125510		2.011955841	1
ESIneg_5354	HMDB0125511		2.011955841	1
ESIneg_5354	HMDB0125512		2.011955841	1
ESIneg_5354	HMDB0060017		2.011955841	1
ESIneg_5354		C08197	2.011955841	1
ESIneg_5355		C11179	-1.060331825	1
ESIneg_5355		C18425	-1.060331825	1
ESIneg_5356		C04905	2.261529126	1
ESIneg_5356		C15599	2.261529126	1
ESIneg_5357	HMDB0041813		1.126054761	1
ESIneg_5357		C18837	1.126054761	1
ESIneg_5357	HMDB0030746		1.126054761	1
ESIneg_5357	HMDB0126500		1.126054761	1
ESIneg_5357	HMDB0126501		1.126054761	1
ESIneg_5357	HMDB0127499		1.126054761	1
ESIneg_5357	HMDB0128061		1.126054761	1
ESIneg_5357	HMDB0128200		1.126054761	1
ESIneg_5357	HMDB0128215		1.126054761	1
ESIneg_5357	HMDB0128583		1.126054761	1
ESIneg_5357	HMDB0129336		1.126054761	1
ESIneg_5357	HMDB0129419		1.126054761	1
ESIneg_5357	HMDB0129960		1.126054761	1
ESIneg_5357	HMDB0130167		1.126054761	1
ESIneg_5357	HMDB0130168		1.126054761	1
ESIneg_5357	HMDB0130321		1.126054761	1
ESIneg_5357	HMDB0130329		1.126054761	1
ESIneg_5357	HMDB0130330		1.126054761	1
ESIneg_5357	HMDB0132139		1.126054761	1
ESIneg_5357	HMDB0132871		1.126054761	1
ESIneg_5357	HMDB0132874		1.126054761	1
ESIneg_5357	HMDB0132885		1.126054761	1
ESIneg_5357	HMDB0133775		1.126054761	1
ESIneg_5357	HMDB0133776		1.126054761	1
ESIneg_5357	HMDB0133778		1.126054761	1
ESIneg_5357	HMDB0133779		1.126054761	1
ESIneg_5357	HMDB0135912		1.126054761	1
ESIneg_5357	HMDB0136020		1.126054761	1
ESIneg_5357	HMDB0137308		1.126054761	1
ESIneg_5357	HMDB0138084		1.126054761	1
ESIneg_5357	HMDB0140574		1.126054761	1
ESIneg_5357	HMDB0140820		1.126054761	1
ESIneg_5357	HMDB0140845		1.126054761	1
ESIneg_5357	HMDB0005782	C01709	1.126054761	1
ESIneg_5357	HMDB0029491		1.126054761	1
ESIneg_5357	HMDB0031657	C10419	1.126054761	1
ESIneg_5357	HMDB0031912		1.126054761	1
ESIneg_5357	HMDB0032245		1.126054761	1
ESIneg_5357	HMDB0035616		1.126054761	1
ESIneg_5357	HMDB0037507		1.126054761	1
ESIneg_5357	HMDB0039377		1.126054761	1
ESIneg_5357	HMDB0040316		1.126054761	1
ESIneg_5357	HMDB0040560		1.126054761	1
ESIneg_5357	HMDB0041673		1.126054761	1
ESIneg_5357	HMDB0127498		1.126054761	1
ESIneg_5357	HMDB0130319		1.126054761	1
ESIneg_5357		C09756	1.126054761	1
ESIneg_5357		C09931	1.126054761	1
ESIneg_5357		C10377	1.126054761	1
ESIneg_5357		C12436	1.126054761	1
ESIneg_5357		C16405	1.126054761	1
ESIneg_5358		C10942	NaN	1
ESIneg_5359	HMDB0034690		-1.258274984	1
ESIneg_5359	HMDB0041462		-1.258274984	1
ESIneg_5359	HMDB0062470	C14853	-1.258274984	1
ESIneg_5360			-2.828985507	1
ESIneg_5361			-1.400280243	1
ESIneg_5362			-2.04334471	1
ESIneg_5363			-1.241761595	1
ESIneg_5364			NaN	1
ESIneg_5365	HMDB0031094	C13870	-1.9003307	1
ESIneg_5366	HMDB0014727		1.258166491	1
ESIneg_5367			1.044503886	1
ESIneg_5368	HMDB0002068	C08316	NaN	1
ESIneg_5368	HMDB0002884		NaN	1
ESIneg_5368	HMDB0031013		NaN	1
ESIneg_5368	HMDB0032470		NaN	1
ESIneg_5368	HMDB0035566		NaN	1
ESIneg_5368	HMDB0035567		NaN	1
ESIneg_5368	HMDB0035568		NaN	1
ESIneg_5368	HMDB0035569		NaN	1
ESIneg_5368	HMDB0062659		NaN	1
ESIneg_5369	HMDB0002068	C08316	NaN	1
ESIneg_5369	HMDB0002884		NaN	1
ESIneg_5369	HMDB0031013		NaN	1
ESIneg_5369	HMDB0032470		NaN	1
ESIneg_5369	HMDB0035566		NaN	1
ESIneg_5369	HMDB0035567		NaN	1
ESIneg_5369	HMDB0035568		NaN	1
ESIneg_5369	HMDB0035569		NaN	1
ESIneg_5369	HMDB0062659		NaN	1
ESIneg_5370			1.490726722	1
ESIneg_5371			-2.088620013	1
ESIneg_5372			NaN	1
ESIneg_5373			1.86252354	1
ESIneg_5374	HMDB0133419		-1.72024395	1
ESIneg_5375		C18500	1.794309114	1
ESIneg_5376	HMDB0130398		1.144298325	1
ESIneg_5376	HMDB0130400		1.144298325	1
ESIneg_5376	HMDB0130401		1.144298325	1
ESIneg_5376	HMDB0130399		1.144298325	1
ESIneg_5376		C05908	1.144298325	1
ESIneg_5376		C08646	1.144298325	1
ESIneg_5377	HMDB0006273	C04751	NaN	1
ESIneg_5377	HMDB0012268		NaN	1
ESIneg_5377	HMDB0062424		NaN	1
ESIneg_5377		C15667	NaN	1
ESIneg_5378			NaN	1
ESIneg_5379			NaN	1
ESIneg_5380		C17267	-1.439539347	1
ESIneg_5380	HMDB0014436	C06900	-1.439539347	1
ESIneg_5381	HMDB0010362	C03033	-1.943719485	1
ESIneg_5381	HMDB0010363	C03033	-1.943719485	1
ESIneg_5382			-1.614979828	1
ESIneg_5383	HMDB0029913	C08331	2.848788638	1
ESIneg_5384	HMDB0010362	C03033	NaN	1
ESIneg_5384	HMDB0010363	C03033	NaN	1
ESIneg_5385	HMDB0029840	C08568	NaN	1
ESIneg_5386	HMDB0014027		NaN	1
ESIneg_5386	HMDB0014028		NaN	1
ESIneg_5386	HMDB0014029		NaN	1
ESIneg_5386	HMDB0003573	C01851	NaN	1
ESIneg_5386	HMDB0015043	C01416	NaN	1
ESIneg_5386	HMDB0015405		NaN	1
ESIneg_5386	HMDB0060543		NaN	1
ESIneg_5386	HMDB0060544		NaN	1
ESIneg_5386	HMDB0061074		NaN	1
ESIneg_5386	HMDB0061075		NaN	1
ESIneg_5386	HMDB0061076		NaN	1
ESIneg_5386		C08523	NaN	1
ESIneg_5386		C12172	NaN	1
ESIneg_5387	HMDB0010362	C03033	NaN	1
ESIneg_5387	HMDB0010363	C03033	NaN	1
ESIneg_5388			1.775176678	1
ESIneg_5389			-1.68799547	1
ESIneg_5390			NaN	1
ESIneg_5391			-1.066764638	1
ESIneg_5392			1.044193938	1
ESIneg_5393			2.818607237	1
ESIneg_5394			-1.750257865	1
ESIneg_5395			-1.427188082	1
ESIneg_5396			-1.32011516	1
ESIneg_5397	HMDB0001570	C00364	1.015295236	1
ESIneg_5398	HMDB0001067	C12270	-15.74915062	1
ESIneg_5398		C19013	-15.74915062	1
ESIneg_5399	HMDB0029614		1.184538896	1
ESIneg_5400			-1.326768078	1
ESIneg_5401			1.051583101	1
ESIneg_5402		C18762	1.062510375	1
ESIneg_5403			-1.164835165	1
ESIneg_5404		C18469	1.254272942	1
ESIneg_5405	HMDB0032943	C14324	2.861926101	1
ESIneg_5405	HMDB0034073	C08437	2.861926101	1
ESIneg_5406		C18698	NaN	1
ESIneg_5407		C18698	-1.061629967	1
ESIneg_5408	HMDB0032943	C14324	2.609493837	1
ESIneg_5408	HMDB0034073	C08437	2.609493837	1
ESIneg_5409			1.540909091	1
ESIneg_5410	HMDB0133636		NaN	1
ESIneg_5410	HMDB0133639		NaN	1
ESIneg_5410	HMDB0133641		NaN	1
ESIneg_5410	HMDB0133643		NaN	1
ESIneg_5410	HMDB0133645		NaN	1
ESIneg_5410	HMDB0133647		NaN	1
ESIneg_5410	HMDB0133650		NaN	1
ESIneg_5410	HMDB0133653		NaN	1
ESIneg_5410	HMDB0133657		NaN	1
ESIneg_5410	HMDB0133675		NaN	1
ESIneg_5410	HMDB0133732		NaN	1
ESIneg_5410	HMDB0133733		NaN	1
ESIneg_5410	HMDB0133736		NaN	1
ESIneg_5410	HMDB0133739		NaN	1
ESIneg_5410	HMDB0133742		NaN	1
ESIneg_5410	HMDB0133767		NaN	1
ESIneg_5410	HMDB0133769		NaN	1
ESIneg_5410	HMDB0133771		NaN	1
ESIneg_5410	HMDB0133773		NaN	1
ESIneg_5410	HMDB0135244		NaN	1
ESIneg_5410	HMDB0135652		NaN	1
ESIneg_5410	HMDB0030678		NaN	1
ESIneg_5410	HMDB0035441		NaN	1
ESIneg_5410	HMDB0060021		NaN	1
ESIneg_5410		C01682	NaN	1
ESIneg_5411	HMDB0124752		NaN	1
ESIneg_5411	HMDB0001030	C05403	NaN	1
ESIneg_5411	HMDB0029917		NaN	1
ESIneg_5411	HMDB0039725		NaN	1
ESIneg_5411	HMDB0039888		NaN	1
ESIneg_5411	HMDB0039889		NaN	1
ESIneg_5411	HMDB0040159		NaN	1
ESIneg_5411		C01093	NaN	1
ESIneg_5411		C05731	NaN	1
ESIneg_5412	HMDB0060614		-4.240384615	1
ESIneg_5412	HMDB0129366		-4.240384615	1
ESIneg_5412	HMDB0129367		-4.240384615	1
ESIneg_5412	HMDB0129392		-4.240384615	1
ESIneg_5412	HMDB0030591		-4.240384615	1
ESIneg_5412		C03944	-4.240384615	1
ESIneg_5412		C10090	-4.240384615	1
ESIneg_5412		C17473	-4.240384615	1
ESIneg_5412		C14877	-4.240384615	1
ESIneg_5413			NaN	1
ESIneg_5414		C09130	-3.918274688	1
ESIneg_5415			NaN	1
ESIneg_5416	HMDB0133636		1.149748744	1
ESIneg_5416	HMDB0133639		1.149748744	1
ESIneg_5416	HMDB0133641		1.149748744	1
ESIneg_5416	HMDB0133643		1.149748744	1
ESIneg_5416	HMDB0133645		1.149748744	1
ESIneg_5416	HMDB0133647		1.149748744	1
ESIneg_5416	HMDB0133650		1.149748744	1
ESIneg_5416	HMDB0133653		1.149748744	1
ESIneg_5416	HMDB0133657		1.149748744	1
ESIneg_5416	HMDB0133675		1.149748744	1
ESIneg_5416	HMDB0133732		1.149748744	1
ESIneg_5416	HMDB0133733		1.149748744	1
ESIneg_5416	HMDB0133736		1.149748744	1
ESIneg_5416	HMDB0133739		1.149748744	1
ESIneg_5416	HMDB0133742		1.149748744	1
ESIneg_5416	HMDB0133767		1.149748744	1
ESIneg_5416	HMDB0133769		1.149748744	1
ESIneg_5416	HMDB0133771		1.149748744	1
ESIneg_5416	HMDB0133773		1.149748744	1
ESIneg_5416	HMDB0135244		1.149748744	1
ESIneg_5416	HMDB0135652		1.149748744	1
ESIneg_5416	HMDB0030678		1.149748744	1
ESIneg_5416	HMDB0035441		1.149748744	1
ESIneg_5416	HMDB0060021		1.149748744	1
ESIneg_5416		C01682	1.149748744	1
ESIneg_5417	HMDB0060654	C16607	NaN	1
ESIneg_5417	HMDB0014915	C07405	NaN	1
ESIneg_5417	HMDB0015607	C11715	NaN	1
ESIneg_5417		C14886	NaN	1
ESIneg_5417		C15169	NaN	1
ESIneg_5418			-1.054387735	1
ESIneg_5419			-1.003639208	1
ESIneg_5420			1.078322983	1
ESIneg_5421			1.04106983	1
ESIneg_5422			1.708970381	1
ESIneg_5423	HMDB0000944	C08281	-2.290055249	1
ESIneg_5423	HMDB0035651		-2.290055249	1
ESIneg_5423	HMDB0035655		-2.290055249	1
ESIneg_5423	HMDB0035660		-2.290055249	1
ESIneg_5423	HMDB0035667		-2.290055249	1
ESIneg_5423	HMDB0040290		-2.290055249	1
ESIneg_5424			-1.28452464	1
ESIneg_5425			-1.106168748	1
ESIneg_5426			1.010722378	1
ESIneg_5427			-1.281299947	1
ESIneg_5428			1.243012987	1
ESIneg_5429		C10971	1.127864006	1
ESIneg_5429		C10972	1.127864006	1
ESIneg_5430			-2.323296703	1
ESIneg_5431		C08469	-25.30128205	1
ESIneg_5431	HMDB0005010	C07246	-25.30128205	1
ESIneg_5432			-1.41023622	1
ESIneg_5433	HMDB0012226	C07943	NaN	1
ESIneg_5434		C20559	1.048484848	1
ESIneg_5435	HMDB0029839		1.214798331	1
ESIneg_5436			1.474815906	1
ESIneg_5437	HMDB0029072		NaN	1
ESIneg_5437	HMDB0029093		NaN	1
ESIneg_5437		C18598	NaN	1
ESIneg_5438	HMDB0032864		-22.94172662	1
ESIneg_5438	HMDB0028896		-22.94172662	1
ESIneg_5438	HMDB0029085		-22.94172662	1
ESIneg_5439			NaN	1
ESIneg_5440	HMDB0002227	C06866	NaN	1
ESIneg_5441			3.850243013	1
ESIneg_5442			-2.31206764	1
ESIneg_5443		C15281	1.186479223	1
ESIneg_5443		C19950	1.186479223	1
ESIneg_5444			-1.049737104	1
ESIneg_5445			NaN	1
ESIneg_5446			-5.417641764	1
ESIneg_5447			2.020514894	1
ESIneg_5448			-1.285383802	1
ESIneg_5449		C20938	1.082609861	1
ESIneg_5450		C20938	-1.076983217	1
ESIneg_5451		C20938	1.034115903	1
ESIneg_5452		C20938	-1.056780001	1
ESIneg_5453			-1.986537188	1
ESIneg_5454		C18968	-1.05099278	1
ESIneg_5455		C20938	1.1671986	1
ESIneg_5456	HMDB0128976		-1.053438101	1
ESIneg_5456	HMDB0128981		-1.053438101	1
ESIneg_5456	HMDB0128983		-1.053438101	1
ESIneg_5456	HMDB0138062		-1.053438101	1
ESIneg_5457	HMDB0128437		1.109940825	1
ESIneg_5457	HMDB0128438		1.109940825	1
ESIneg_5457	HMDB0128439		1.109940825	1
ESIneg_5457	HMDB0128441		1.109940825	1
ESIneg_5457	HMDB0128442		1.109940825	1
ESIneg_5457	HMDB0128444		1.109940825	1
ESIneg_5457	HMDB0128445		1.109940825	1
ESIneg_5457	HMDB0128446		1.109940825	1
ESIneg_5457	HMDB0128448		1.109940825	1
ESIneg_5457	HMDB0128449		1.109940825	1
ESIneg_5457	HMDB0128450		1.109940825	1
ESIneg_5457	HMDB0128452		1.109940825	1
ESIneg_5457	HMDB0128453		1.109940825	1
ESIneg_5457	HMDB0128454		1.109940825	1
ESIneg_5457	HMDB0128456		1.109940825	1
ESIneg_5457	HMDB0128457		1.109940825	1
ESIneg_5457	HMDB0128458		1.109940825	1
ESIneg_5458	HMDB0129381		-1.100525536	1
ESIneg_5459			-2.339459699	1
ESIneg_5460	HMDB0129381		-1.176645545	1
ESIneg_5461	HMDB0014342		1.014788607	1
ESIneg_5462	HMDB0128881		-1.038215859	1
ESIneg_5462	HMDB0128882		-1.038215859	1
ESIneg_5462	HMDB0140693		-1.038215859	1
ESIneg_5462		C19689	-1.038215859	1
ESIneg_5463			-1.116763566	1
ESIneg_5464	HMDB0133305		1.138592751	1
ESIneg_5464	HMDB0000048	C05402	1.138592751	1
ESIneg_5464	HMDB0000055	C06422	1.138592751	1
ESIneg_5464	HMDB0000163	C00208	1.138592751	1
ESIneg_5464	HMDB0000186	C00243	1.138592751	1
ESIneg_5464	HMDB0000258	C00089	1.138592751	1
ESIneg_5464	HMDB0000740	C07064	1.138592751	1
ESIneg_5464	HMDB0000975	C01083	1.138592751	1
ESIneg_5464	HMDB0002923	C00252	1.138592751	1
ESIneg_5464	HMDB0005826	C01235	1.138592751	1
ESIneg_5464	HMDB0006603		1.138592751	1
ESIneg_5464	HMDB0006792	C05400 	1.138592751	1
ESIneg_5464	HMDB0011740	C19636	1.138592751	1
ESIneg_5464	HMDB0011742	C19632	1.138592751	1
ESIneg_5464	HMDB0029880		1.138592751	1
ESIneg_5464	HMDB0029882	C01518	1.138592751	1
ESIneg_5464	HMDB0029898	C03323	1.138592751	1
ESIneg_5464	HMDB0029902		1.138592751	1
ESIneg_5464	HMDB0029919		1.138592751	1
ESIneg_5464	HMDB0029933		1.138592751	1
ESIneg_5464	HMDB0033368		1.138592751	1
ESIneg_5464	HMDB0038489		1.138592751	1
ESIneg_5464	HMDB0039237		1.138592751	1
ESIneg_5464	HMDB0039727		1.138592751	1
ESIneg_5464	HMDB0039876		1.138592751	1
ESIneg_5464	HMDB0041627	C01970	1.138592751	1
ESIneg_5464	HMDB0060068	C04147	1.138592751	1
ESIneg_5464	HMDB0125600		1.138592751	1
ESIneg_5464		C00185	1.138592751	1
ESIneg_5464		C00897	1.138592751	1
ESIneg_5464		C01711	1.138592751	1
ESIneg_5464		C01725	1.138592751	1
ESIneg_5464		C01728	1.138592751	1
ESIneg_5464		C01742	1.138592751	1
ESIneg_5464		C01971	1.138592751	1
ESIneg_5464		C02048	1.138592751	1
ESIneg_5464		C02964	1.138592751	1
ESIneg_5464		C04219	1.138592751	1
ESIneg_5464		C05400	1.138592751	1
ESIneg_5464		C06421	1.138592751	1
ESIneg_5464		C08240	1.138592751	1
ESIneg_5464		C08250	1.138592751	1
ESIneg_5464		C15548	1.138592751	1
ESIneg_5464		C18068	1.138592751	1
ESIneg_5464		C19633	1.138592751	1
ESIneg_5464		C19634	1.138592751	1
ESIneg_5464		C19773	1.138592751	1
ESIneg_5464		C20236	1.138592751	1
ESIneg_5464		C20861	1.138592751	1
ESIneg_5464		C21336	1.138592751	1
ESIneg_5465	HMDB0133305		-1.231438455	1
ESIneg_5465	HMDB0000048	C05402	-1.231438455	1
ESIneg_5465	HMDB0000055	C06422	-1.231438455	1
ESIneg_5465	HMDB0000163	C00208	-1.231438455	1
ESIneg_5465	HMDB0000186	C00243	-1.231438455	1
ESIneg_5465	HMDB0000258	C00089	-1.231438455	1
ESIneg_5465	HMDB0000740	C07064	-1.231438455	1
ESIneg_5465	HMDB0000975	C01083	-1.231438455	1
ESIneg_5465	HMDB0002923	C00252	-1.231438455	1
ESIneg_5465	HMDB0005826	C01235	-1.231438455	1
ESIneg_5465	HMDB0006603		-1.231438455	1
ESIneg_5465	HMDB0006792	C05400 	-1.231438455	1
ESIneg_5465	HMDB0011740	C19636	-1.231438455	1
ESIneg_5465	HMDB0011742	C19632	-1.231438455	1
ESIneg_5465	HMDB0029880		-1.231438455	1
ESIneg_5465	HMDB0029882	C01518	-1.231438455	1
ESIneg_5465	HMDB0029898	C03323	-1.231438455	1
ESIneg_5465	HMDB0029902		-1.231438455	1
ESIneg_5465	HMDB0029919		-1.231438455	1
ESIneg_5465	HMDB0029933		-1.231438455	1
ESIneg_5465	HMDB0033368		-1.231438455	1
ESIneg_5465	HMDB0038489		-1.231438455	1
ESIneg_5465	HMDB0039237		-1.231438455	1
ESIneg_5465	HMDB0039727		-1.231438455	1
ESIneg_5465	HMDB0039876		-1.231438455	1
ESIneg_5465	HMDB0041627	C01970	-1.231438455	1
ESIneg_5465	HMDB0060068	C04147	-1.231438455	1
ESIneg_5465	HMDB0125600		-1.231438455	1
ESIneg_5465		C00185	-1.231438455	1
ESIneg_5465		C00897	-1.231438455	1
ESIneg_5465		C01711	-1.231438455	1
ESIneg_5465		C01725	-1.231438455	1
ESIneg_5465		C01728	-1.231438455	1
ESIneg_5465		C01742	-1.231438455	1
ESIneg_5465		C01971	-1.231438455	1
ESIneg_5465		C02048	-1.231438455	1
ESIneg_5465		C02964	-1.231438455	1
ESIneg_5465		C04219	-1.231438455	1
ESIneg_5465		C05400	-1.231438455	1
ESIneg_5465		C06421	-1.231438455	1
ESIneg_5465		C08240	-1.231438455	1
ESIneg_5465		C08250	-1.231438455	1
ESIneg_5465		C15548	-1.231438455	1
ESIneg_5465		C18068	-1.231438455	1
ESIneg_5465		C19633	-1.231438455	1
ESIneg_5465		C19634	-1.231438455	1
ESIneg_5465		C19773	-1.231438455	1
ESIneg_5465		C20236	-1.231438455	1
ESIneg_5465		C20861	-1.231438455	1
ESIneg_5465		C21336	-1.231438455	1
ESIneg_5466			1.094937538	1
ESIneg_5467			1.140114783	1
ESIneg_5468	HMDB0133305		-1.233457124	1
ESIneg_5468	HMDB0000048	C05402	-1.233457124	1
ESIneg_5468	HMDB0000055	C06422	-1.233457124	1
ESIneg_5468	HMDB0000163	C00208	-1.233457124	1
ESIneg_5468	HMDB0000186	C00243	-1.233457124	1
ESIneg_5468	HMDB0000258	C00089	-1.233457124	1
ESIneg_5468	HMDB0000740	C07064	-1.233457124	1
ESIneg_5468	HMDB0000975	C01083	-1.233457124	1
ESIneg_5468	HMDB0002923	C00252	-1.233457124	1
ESIneg_5468	HMDB0005826	C01235	-1.233457124	1
ESIneg_5468	HMDB0006603		-1.233457124	1
ESIneg_5468	HMDB0006792	C05400 	-1.233457124	1
ESIneg_5468	HMDB0011740	C19636	-1.233457124	1
ESIneg_5468	HMDB0011742	C19632	-1.233457124	1
ESIneg_5468	HMDB0029880		-1.233457124	1
ESIneg_5468	HMDB0029882	C01518	-1.233457124	1
ESIneg_5468	HMDB0029898	C03323	-1.233457124	1
ESIneg_5468	HMDB0029902		-1.233457124	1
ESIneg_5468	HMDB0029919		-1.233457124	1
ESIneg_5468	HMDB0029933		-1.233457124	1
ESIneg_5468	HMDB0033368		-1.233457124	1
ESIneg_5468	HMDB0038489		-1.233457124	1
ESIneg_5468	HMDB0039237		-1.233457124	1
ESIneg_5468	HMDB0039727		-1.233457124	1
ESIneg_5468	HMDB0039876		-1.233457124	1
ESIneg_5468	HMDB0041627	C01970	-1.233457124	1
ESIneg_5468	HMDB0060068	C04147	-1.233457124	1
ESIneg_5468	HMDB0125600		-1.233457124	1
ESIneg_5468		C00185	-1.233457124	1
ESIneg_5468		C00897	-1.233457124	1
ESIneg_5468		C01711	-1.233457124	1
ESIneg_5468		C01725	-1.233457124	1
ESIneg_5468		C01728	-1.233457124	1
ESIneg_5468		C01742	-1.233457124	1
ESIneg_5468		C01971	-1.233457124	1
ESIneg_5468		C02048	-1.233457124	1
ESIneg_5468		C02964	-1.233457124	1
ESIneg_5468		C04219	-1.233457124	1
ESIneg_5468		C05400	-1.233457124	1
ESIneg_5468		C06421	-1.233457124	1
ESIneg_5468		C08240	-1.233457124	1
ESIneg_5468		C08250	-1.233457124	1
ESIneg_5468		C15548	-1.233457124	1
ESIneg_5468		C18068	-1.233457124	1
ESIneg_5468		C19633	-1.233457124	1
ESIneg_5468		C19634	-1.233457124	1
ESIneg_5468		C19773	-1.233457124	1
ESIneg_5468		C20236	-1.233457124	1
ESIneg_5468		C20861	-1.233457124	1
ESIneg_5468		C21336	-1.233457124	1
ESIneg_5469	HMDB0128881		-1.664248947	1
ESIneg_5469	HMDB0128882		-1.664248947	1
ESIneg_5469	HMDB0140693		-1.664248947	1
ESIneg_5469		C19689	-1.664248947	1
ESIneg_5470	HMDB0014342		1.037012244	1
ESIneg_5471	HMDB0041890		1.352795373	1
ESIneg_5472			1.068939734	1
ESIneg_5473			-1.080015526	1
ESIneg_5474	HMDB0038365	C12127	-1.15278641	1
ESIneg_5474	HMDB0125021		-1.15278641	1
ESIneg_5474	HMDB0125022		-1.15278641	1
ESIneg_5474	HMDB0126028		-1.15278641	1
ESIneg_5474	HMDB0126032		-1.15278641	1
ESIneg_5474	HMDB0126038		-1.15278641	1
ESIneg_5474	HMDB0126042		-1.15278641	1
ESIneg_5474	HMDB0128178		-1.15278641	1
ESIneg_5474	HMDB0128182		-1.15278641	1
ESIneg_5474	HMDB0129346		-1.15278641	1
ESIneg_5474	HMDB0129355		-1.15278641	1
ESIneg_5474	HMDB0129360		-1.15278641	1
ESIneg_5474	HMDB0038361	C12136	-1.15278641	1
ESIneg_5474	HMDB0141542		-1.15278641	1
ESIneg_5474		C05906	-1.15278641	1
ESIneg_5475			-1.463332311	1
ESIneg_5476			-1.04452381	1
ESIneg_5477			-1.297297297	1
ESIneg_5478			1.221676956	1
ESIneg_5479		C18727	-1.007180129	1
ESIneg_5480			-1.541774332	1
ESIneg_5481			1.013768116	1
ESIneg_5482			1.499318668	1
